Crop,Country,District,Year,Month,Rainfall_mm,Temperature_C,Fertilizer,N,P,K,Yield_t_per_ha
Tea,Sri Lanka,Ratnapura,2019,1,175.44,19.19,74.97,58.86,27.21,17.37,2.33
Cinnamon,Sri Lanka,Matara,2016,7,249.18,27.17,73.74,56.59,26.41,15.35,0.59
Tea,Sri Lanka,Badulla,2023,2,130.2,20.72,77.25,72.77,27.8,20.08,2.18
Tea,Sri Lanka,Badulla,2024,8,241.42,20.65,78.19,59.1,20.89,17.9,2.72
Tea,Sri Lanka,Ratnapura,2019,6,214.26,25.01,81.64,60.75,22.65,20.69,1.83
Rice,Sri Lanka,Anuradhapura,2017,6,205.0,34.04,76.04,58.26,22.6,18.1,4.34
Sugarcane,Sri Lanka,Kurunegala,2021,12,67.62,27.42,86.52,60.99,26.65,27.21,71.93
Tea,Sri Lanka,Matara,2022,11,224.59,20.84,82.59,67.38,26.42,20.05,2.24
Sugarcane,Sri Lanka,Kurunegala,2015,7,102.08,30.34,83.62,62.59,21.9,22.6,77.05
Rice,Sri Lanka,Jaffna,2023,4,141.09,26.77,74.5,63.55,18.0,20.99,4.34
Cinnamon,Sri Lanka,Matara,2016,11,138.13,29.95,75.88,60.18,18.0,20.01,0.59
Tea,Sri Lanka,Matara,2022,10,201.69,22.56,77.9,47.89,21.21,17.57,2.84
Cinnamon,Sri Lanka,Matara,2021,6,223.0,29.32,79.98,60.09,27.91,19.18,0.7
Tea,Sri Lanka,Matara,2021,10,228.26,19.32,70.94,64.19,20.55,15.0,2.15
Tea,Sri Lanka,Kandy,2020,12,179.65,20.16,78.28,56.83,20.59,15.0,2.21
Tea,Sri Lanka,Nuwara Eliya,2018,7,281.58,25.89,79.42,74.58,23.42,22.63,2.4
Cinnamon,Sri Lanka,Galle,2023,2,165.38,27.02,78.4,66.99,23.38,25.1,0.56
Sugarcane,Sri Lanka,Polonnaruwa,2015,3,72.54,30.87,90.74,61.77,19.08,18.43,74.74
Sugarcane,Sri Lanka,Polonnaruwa,2019,4,133.15,30.74,69.19,61.24,18.5,18.75,80.12
Cinnamon,Sri Lanka,Galle,2025,5,188.57,24.29,73.63,57.17,26.3,16.29,0.74
Cinnamon,Sri Lanka,Kalutara,2021,3,155.56,28.03,75.37,55.8,24.99,18.04,0.49
Cinnamon,Sri Lanka,Kalutara,2025,1,148.63,26.57,72.46,59.2,18.0,15.09,0.57
Rice,Sri Lanka,Jaffna,2017,2,136.49,31.89,79.96,60.71,23.89,15.0,4.19
Rice,Sri Lanka,Polonnaruwa,2021,9,225.87,26.57,70.74,59.54,18.0,19.43,4.05
Sugarcane,Sri Lanka,Kurunegala,2020,4,86.3,33.23,86.47,71.54,31.42,24.95,72.96
Rice,Sri Lanka,Jaffna,2025,7,203.6,29.48,88.47,77.31,18.19,19.82,4.41
Rubber,Sri Lanka,Matara,2018,9,134.76,26.67,80.62,68.06,18.4,18.82,1.82
Rice,Sri Lanka,Batticaloa,2022,10,165.16,29.24,75.53,60.97,29.64,18.49,4.12
Cinnamon,Sri Lanka,Galle,2021,12,185.46,26.31,76.14,51.27,21.5,19.62,0.65
Rubber,Sri Lanka,Kalutara,2016,10,165.93,34.71,71.12,64.26,23.96,23.35,1.98
Rubber,Sri Lanka,Ratnapura,2020,3,134.23,32.62,81.83,69.98,32.0,28.0,1.68
Rice,Sri Lanka,Jaffna,2016,2,117.35,26.24,76.52,61.32,22.6,15.0,5.2
Rice,Sri Lanka,Batticaloa,2020,12,98.95,28.75,76.27,63.63,25.92,17.03,4.15
Rice,Sri Lanka,Anuradhapura,2015,1,124.36,23.31,83.46,85.32,30.02,21.78,4.9
Cinnamon,Sri Lanka,Kalutara,2020,11,175.7,27.52,72.85,60.81,24.91,15.19,0.63
Rice,Sri Lanka,Batticaloa,2019,5,182.16,29.86,76.57,65.91,21.85,18.91,4.72
Rice,Sri Lanka,Trincomalee,2015,1,105.15,29.72,81.06,71.53,28.09,16.86,4.36
Rice,Sri Lanka,Anuradhapura,2023,6,249.04,31.33,72.0,47.87,21.23,15.0,4.61
Rubber,Sri Lanka,Ratnapura,2017,2,164.58,29.93,79.93,64.46,25.9,15.27,1.63
Cinnamon,Sri Lanka,Kalutara,2022,4,141.11,27.4,78.78,67.99,24.52,15.0,0.59
Rice,Sri Lanka,Anuradhapura,2024,11,134.66,31.29,81.68,77.17,21.14,17.67,3.5
Rubber,Sri Lanka,Kegalle,2017,2,142.97,26.71,80.24,57.1,24.55,19.89,1.6
Rice,Sri Lanka,Anuradhapura,2017,4,172.97,27.44,74.42,60.47,22.93,18.76,4.75
Sugarcane,Sri Lanka,Polonnaruwa,2018,11,86.09,27.93,84.88,59.87,26.73,15.0,77.07
Rice,Sri Lanka,Jaffna,2025,9,157.43,31.15,77.59,67.26,24.58,21.34,4.72
Rubber,Sri Lanka,Galle,2019,8,168.79,26.65,78.7,57.04,18.0,23.19,1.63
Cinnamon,Sri Lanka,Kalutara,2016,10,123.5,25.3,79.72,63.54,22.46,16.3,0.69
Rubber,Sri Lanka,Kegalle,2015,4,219.46,26.9,65.89,52.89,21.98,15.0,1.7
Rubber,Sri Lanka,Kalutara,2025,10,179.57,24.57,77.02,59.31,27.89,15.0,1.59
Rubber,Sri Lanka,Kalutara,2024,11,154.44,25.09,75.45,71.76,21.41,23.63,1.59
Rubber,Sri Lanka,Kegalle,2016,11,166.5,31.76,78.55,66.42,31.3,17.66,1.66
Tea,Sri Lanka,Matara,2018,11,211.55,20.49,68.07,55.97,18.0,20.75,1.92
Sugarcane,Sri Lanka,Anuradhapura,2023,12,90.46,27.93,74.77,49.82,22.04,16.13,75.73
Tea,Sri Lanka,Ratnapura,2025,8,179.96,25.18,81.38,61.32,32.0,20.42,1.9
Rubber,Sri Lanka,Kalutara,2018,2,144.0,31.39,70.92,45.53,20.1,18.41,1.62
Sugarcane,Sri Lanka,Anuradhapura,2019,5,141.46,29.77,83.44,68.48,22.57,17.99,71.21
Tea,Sri Lanka,Matara,2016,2,150.67,18.88,68.62,58.41,22.34,19.14,2.28
Rubber,Sri Lanka,Ratnapura,2025,2,141.26,30.29,76.66,67.21,23.34,15.0,1.7
Cinnamon,Sri Lanka,Matara,2017,6,201.58,31.63,81.85,71.22,24.01,25.43,0.68
Sugarcane,Sri Lanka,Kurunegala,2022,2,77.9,28.59,66.4,53.8,21.88,18.95,71.14
Tea,Sri Lanka,Ratnapura,2025,12,201.64,19.71,78.57,67.97,26.8,15.0,2.28
Tea,Sri Lanka,Nuwara Eliya,2022,4,164.0,20.25,68.79,54.95,18.0,17.08,2.73
Rubber,Sri Lanka,Kegalle,2025,9,166.76,31.53,81.38,67.46,24.01,17.17,1.79
Tea,Sri Lanka,Matara,2020,4,179.94,20.81,71.92,64.39,18.0,20.93,2.04
Rubber,Sri Lanka,Kalutara,2018,6,155.57,28.38,76.72,60.76,27.12,15.0,1.53
Sugarcane,Sri Lanka,Kurunegala,2022,3,66.5,31.71,76.23,57.37,20.7,15.17,75.32
Rubber,Sri Lanka,Ratnapura,2015,12,131.23,26.56,84.86,76.12,25.45,16.06,1.57
Cinnamon,Sri Lanka,Kalutara,2019,4,149.73,24.71,74.24,63.23,25.13,19.43,0.6
Cinnamon,Sri Lanka,Kalutara,2025,11,140.67,29.88,74.31,61.9,25.62,17.78,0.64
Tea,Sri Lanka,Nuwara Eliya,2017,11,163.51,26.37,82.22,59.48,24.02,16.82,2.05
Cinnamon,Sri Lanka,Kalutara,2021,3,124.63,28.29,83.67,74.49,24.33,23.92,0.77
Tea,Sri Lanka,Kandy,2024,1,170.99,17.77,75.51,61.6,23.1,16.58,2.27
Rice,Sri Lanka,Jaffna,2025,10,171.66,25.36,80.14,59.65,25.53,15.87,4.4
Sugarcane,Sri Lanka,Polonnaruwa,2020,8,120.65,38.31,81.69,59.76,29.46,15.72,74.38
Rice,Sri Lanka,Batticaloa,2017,3,96.02,25.7,75.28,59.24,22.74,15.05,4.83
Rice,Sri Lanka,Polonnaruwa,2015,8,257.83,29.17,76.99,61.88,29.96,21.52,4.6
Tea,Sri Lanka,Ratnapura,2018,11,230.23,19.6,79.72,67.08,26.52,22.29,2.06
Rubber,Sri Lanka,Kalutara,2023,8,175.64,33.26,78.3,63.79,18.26,22.78,1.59
Cinnamon,Sri Lanka,Galle,2015,6,207.32,28.82,75.69,60.01,23.53,19.96,0.76
Cinnamon,Sri Lanka,Galle,2025,2,126.67,28.39,83.59,65.05,26.92,15.0,0.58
Rice,Sri Lanka,Batticaloa,2016,2,120.27,28.71,81.84,70.64,22.95,15.0,4.1
Tea,Sri Lanka,Matara,2015,12,255.0,18.51,73.91,59.86,20.14,16.2,2.35
Tea,Sri Lanka,Badulla,2022,4,143.52,23.98,69.21,59.59,18.0,20.19,2.12
Sugarcane,Sri Lanka,Anuradhapura,2020,8,103.93,31.34,80.56,62.65,24.79,18.29,78.0
Sugarcane,Sri Lanka,Polonnaruwa,2020,4,103.59,32.19,79.75,62.79,22.25,22.55,83.27
Tea,Sri Lanka,Nuwara Eliya,2023,4,188.98,19.75,79.25,53.49,21.36,27.03,2.23
Cinnamon,Sri Lanka,Matara,2024,8,198.9,27.49,75.38,59.37,23.79,17.34,0.51
Rubber,Sri Lanka,Kalutara,2021,9,178.09,35.31,73.34,64.52,27.74,19.19,1.39
Sugarcane,Sri Lanka,Polonnaruwa,2018,9,84.68,33.36,71.18,57.58,22.23,24.74,72.05
Rubber,Sri Lanka,Galle,2024,2,186.79,24.2,69.95,66.5,18.59,22.43,1.57
Sugarcane,Sri Lanka,Polonnaruwa,2020,2,57.75,24.57,76.7,64.79,21.21,15.0,78.48
Rubber,Sri Lanka,Galle,2018,12,209.35,23.95,85.71,63.13,25.76,24.68,1.51
Rice,Sri Lanka,Jaffna,2023,6,287.28,28.36,73.86,63.32,18.0,15.0,4.47
Tea,Sri Lanka,Badulla,2019,4,151.73,18.87,73.02,52.05,23.13,18.71,2.04
Sugarcane,Sri Lanka,Polonnaruwa,2017,5,95.72,33.13,82.33,76.17,25.41,20.07,73.99
Cinnamon,Sri Lanka,Galle,2025,1,133.62,25.03,83.2,57.14,26.35,24.78,0.54
Rice,Sri Lanka,Trincomalee,2018,5,225.49,25.79,83.61,82.41,25.9,17.12,3.8
Rubber,Sri Lanka,Galle,2023,8,187.61,30.16,76.75,57.3,20.86,22.32,1.69
Tea,Sri Lanka,Matara,2023,9,184.35,18.24,68.71,58.58,19.76,15.0,2.23
Cinnamon,Sri Lanka,Galle,2020,5,180.26,31.45,71.14,48.81,21.94,15.0,0.4
Cinnamon,Sri Lanka,Matara,2024,7,241.08,30.1,84.15,61.02,25.28,21.51,0.77
Rice,Sri Lanka,Anuradhapura,2019,12,121.47,26.16,67.78,53.69,21.61,15.0,4.14
Sugarcane,Sri Lanka,Anuradhapura,2015,11,99.06,33.31,75.49,55.74,18.0,22.9,84.13
Rice,Sri Lanka,Anuradhapura,2015,7,141.83,32.12,82.54,65.97,26.62,24.0,4.76
Rice,Sri Lanka,Kurunegala,2020,11,126.71,27.52,91.29,74.04,22.01,28.0,4.26
Rice,Sri Lanka,Polonnaruwa,2017,11,107.07,25.47,78.76,67.83,18.0,24.07,4.14
Rubber,Sri Lanka,Kegalle,2018,9,153.96,27.07,83.64,66.26,23.98,20.12,1.46
Tea,Sri Lanka,Badulla,2015,10,253.0,24.04,79.04,69.47,29.6,18.57,2.31
Cinnamon,Sri Lanka,Kalutara,2025,12,127.19,25.19,82.81,54.5,26.49,19.77,0.71
Tea,Sri Lanka,Ratnapura,2023,1,188.87,22.3,72.3,56.07,26.19,19.26,2.33
Cinnamon,Sri Lanka,Galle,2023,4,155.94,28.3,79.72,63.86,24.68,17.95,0.65
Cinnamon,Sri Lanka,Galle,2015,11,172.23,26.48,73.43,55.36,19.44,15.0,0.43
Cinnamon,Sri Lanka,Galle,2020,8,224.42,27.14,66.86,45.0,22.27,19.52,0.51
Rubber,Sri Lanka,Galle,2019,9,209.83,32.66,79.79,58.99,24.33,26.66,1.75
Cinnamon,Sri Lanka,Matara,2021,2,141.59,28.01,71.84,59.46,18.0,17.82,0.57
Tea,Sri Lanka,Matara,2025,4,190.91,22.85,70.27,50.13,24.31,23.58,2.31
Tea,Sri Lanka,Badulla,2025,1,220.34,17.75,72.01,68.56,21.56,16.06,2.56
Tea,Sri Lanka,Ratnapura,2025,5,197.45,23.12,85.14,73.43,25.7,18.89,2.07
Tea,Sri Lanka,Kandy,2020,4,170.7,19.56,78.78,47.87,23.7,18.71,2.34
Tea,Sri Lanka,Kandy,2022,3,140.3,24.57,76.2,63.47,28.18,15.0,2.43
Sugarcane,Sri Lanka,Kurunegala,2018,10,122.72,33.95,87.66,73.69,19.96,22.48,72.94
Rubber,Sri Lanka,Galle,2021,12,191.23,27.57,80.52,54.72,20.14,23.44,1.62
Rubber,Sri Lanka,Matara,2015,4,204.47,26.7,76.5,74.9,22.44,15.0,1.48
Rice,Sri Lanka,Polonnaruwa,2019,11,156.63,30.14,83.83,66.39,18.0,15.0,4.69
Cinnamon,Sri Lanka,Kalutara,2018,4,119.71,23.95,63.52,50.48,26.48,15.0,0.6
Sugarcane,Sri Lanka,Anuradhapura,2023,2,74.21,25.42,71.57,54.18,21.92,18.77,73.15
Cinnamon,Sri Lanka,Kalutara,2025,9,182.02,29.24,84.58,72.82,21.3,20.53,0.59
Rubber,Sri Lanka,Matara,2022,1,144.41,29.7,78.48,62.43,25.8,15.97,1.44
Cinnamon,Sri Lanka,Matara,2020,9,152.82,24.96,76.1,61.07,18.74,15.69,0.84
Tea,Sri Lanka,Ratnapura,2022,3,101.73,21.18,81.8,63.75,22.53,17.26,2.12
Rice,Sri Lanka,Jaffna,2021,3,75.12,28.39,77.27,70.02,31.72,17.91,3.86
Cinnamon,Sri Lanka,Matara,2021,1,140.17,25.12,78.76,68.71,21.44,24.4,0.47
Rice,Sri Lanka,Jaffna,2021,2,92.22,26.83,72.28,58.33,22.53,15.48,4.24
Sugarcane,Sri Lanka,Kurunegala,2018,8,103.3,30.42,72.66,63.76,21.46,26.42,78.43
Tea,Sri Lanka,Badulla,2021,6,256.51,23.64,72.7,62.12,23.79,22.51,2.09
Rubber,Sri Lanka,Ratnapura,2023,5,220.36,32.99,69.28,54.35,18.0,22.42,1.55
Rice,Sri Lanka,Trincomalee,2017,8,210.57,26.23,71.77,57.73,18.99,15.0,4.4
Tea,Sri Lanka,Matara,2019,12,147.53,25.46,69.66,54.41,24.13,16.17,2.11
Rubber,Sri Lanka,Matara,2020,5,206.06,30.8,80.07,59.56,21.45,17.79,1.44
Cinnamon,Sri Lanka,Matara,2023,6,196.5,29.04,73.26,68.08,18.0,21.11,0.45
Rice,Sri Lanka,Batticaloa,2023,4,141.55,25.17,71.47,60.91,23.1,15.0,4.1
Sugarcane,Sri Lanka,Anuradhapura,2024,3,59.85,25.8,74.36,73.21,19.37,21.35,75.93
Rice,Sri Lanka,Trincomalee,2022,1,139.66,24.56,82.39,69.08,30.68,18.7,4.31
Tea,Sri Lanka,Kandy,2021,9,209.28,22.48,79.68,66.3,25.25,15.0,2.07
Cinnamon,Sri Lanka,Kalutara,2019,8,166.79,25.71,82.25,57.33,26.29,25.39,0.79
Cinnamon,Sri Lanka,Kalutara,2017,8,246.35,29.44,73.92,47.34,20.21,21.82,0.87
Cinnamon,Sri Lanka,Matara,2020,7,229.98,27.61,83.32,73.57,31.56,27.93,0.67
Cinnamon,Sri Lanka,Kalutara,2017,7,202.62,31.37,69.59,48.52,23.53,22.7,0.55
Cinnamon,Sri Lanka,Galle,2022,1,159.3,28.03,70.22,55.44,18.0,15.0,0.53
Rubber,Sri Lanka,Matara,2017,2,174.32,27.58,74.01,55.21,21.7,15.0,1.63
Cinnamon,Sri Lanka,Galle,2020,10,163.09,29.76,85.25,73.83,26.29,20.58,0.7
Rubber,Sri Lanka,Kegalle,2021,3,157.39,33.13,78.34,48.76,25.36,21.78,1.47
Cinnamon,Sri Lanka,Matara,2015,4,161.73,28.16,78.3,61.7,25.3,19.67,0.62
Rubber,Sri Lanka,Galle,2019,4,168.04,32.41,78.96,56.91,18.0,15.37,1.66
Rubber,Sri Lanka,Ratnapura,2025,5,231.13,33.15,76.35,53.61,24.64,15.18,1.53
Rice,Sri Lanka,Trincomalee,2016,4,195.62,24.93,74.44,56.06,21.6,15.79,4.52
Sugarcane,Sri Lanka,Kurunegala,2016,7,151.95,31.13,72.2,61.9,18.25,16.63,75.56
Tea,Sri Lanka,Ratnapura,2024,4,141.21,23.39,79.7,57.44,21.62,15.0,2.56
Tea,Sri Lanka,Kandy,2023,10,151.17,23.38,77.87,63.34,24.64,19.69,2.39
Rubber,Sri Lanka,Galle,2022,7,218.21,30.88,79.34,64.08,23.24,15.86,1.65
Sugarcane,Sri Lanka,Polonnaruwa,2016,3,50.67,32.01,78.38,61.68,27.06,19.63,76.14
Cinnamon,Sri Lanka,Matara,2025,3,129.57,29.59,80.48,50.42,22.8,25.51,0.74
Sugarcane,Sri Lanka,Anuradhapura,2018,9,137.83,32.55,83.33,81.58,28.51,15.0,77.9
Sugarcane,Sri Lanka,Polonnaruwa,2024,7,178.41,33.57,76.31,66.99,27.03,23.99,80.01
Cinnamon,Sri Lanka,Galle,2021,9,199.64,27.08,65.87,48.44,24.4,17.44,0.57
Cinnamon,Sri Lanka,Matara,2022,6,174.66,29.6,87.86,72.93,32.0,18.39,0.58
Tea,Sri Lanka,Nuwara Eliya,2016,5,236.77,20.27,74.9,57.7,22.01,15.0,2.19
Tea,Sri Lanka,Badulla,2022,9,231.47,28.21,75.21,57.04,26.37,22.71,2.49
Cinnamon,Sri Lanka,Galle,2024,4,109.39,27.62,78.56,68.61,18.0,18.85,0.64
Rubber,Sri Lanka,Kalutara,2016,2,189.47,30.9,75.5,58.05,18.0,15.0,1.75
Tea,Sri Lanka,Ratnapura,2016,7,231.5,23.64,85.95,63.81,26.82,24.08,2.59
Tea,Sri Lanka,Ratnapura,2016,4,152.38,26.01,74.96,59.16,25.43,23.14,2.13
Sugarcane,Sri Lanka,Anuradhapura,2025,2,62.93,32.22,79.37,66.92,24.17,19.08,77.38
Tea,Sri Lanka,Nuwara Eliya,2023,12,173.9,19.02,82.58,67.95,23.67,27.57,2.24
Cinnamon,Sri Lanka,Kalutara,2024,3,140.5,27.45,74.75,61.49,24.34,23.61,0.55
Tea,Sri Lanka,Badulla,2023,9,218.11,21.81,78.36,59.03,22.27,24.17,2.43
Cinnamon,Sri Lanka,Galle,2025,7,202.87,29.34,81.65,68.04,27.01,24.29,0.67
Cinnamon,Sri Lanka,Matara,2019,1,170.53,29.43,72.23,45.81,23.19,21.94,0.64
Tea,Sri Lanka,Ratnapura,2015,7,285.45,26.99,76.43,70.5,20.47,15.0,2.34
Rubber,Sri Lanka,Galle,2023,7,254.73,31.87,79.65,60.14,24.54,25.53,1.74
Rubber,Sri Lanka,Ratnapura,2024,6,186.27,30.07,73.5,59.56,23.54,19.15,1.59
Rubber,Sri Lanka,Galle,2019,2,187.14,24.93,86.93,69.77,24.01,24.01,1.68
Cinnamon,Sri Lanka,Galle,2025,12,182.98,23.61,75.49,54.93,22.55,21.08,0.69
Tea,Sri Lanka,Matara,2021,2,147.11,24.02,83.43,68.8,26.14,25.09,2.29
Sugarcane,Sri Lanka,Polonnaruwa,2016,3,56.12,29.55,82.58,78.23,28.49,20.06,72.68
Rubber,Sri Lanka,Kalutara,2021,4,148.07,24.28,82.14,72.35,18.0,26.09,1.67
Rice,Sri Lanka,Anuradhapura,2018,8,250.02,30.67,76.69,76.33,21.48,16.83,5.31
Rice,Sri Lanka,Jaffna,2017,3,92.32,27.4,73.88,62.82,18.0,25.01,5.33
Rice,Sri Lanka,Anuradhapura,2024,12,125.8,29.7,82.92,61.19,21.97,21.37,4.0
Tea,Sri Lanka,Matara,2022,5,248.95,24.41,74.51,56.92,19.61,18.05,2.43
Cinnamon,Sri Lanka,Galle,2022,8,211.81,30.59,70.48,58.89,21.78,15.0,0.52
Cinnamon,Sri Lanka,Galle,2018,11,156.63,25.21,81.07,53.99,18.94,19.03,0.6
Rice,Sri Lanka,Polonnaruwa,2022,2,104.11,30.01,80.23,70.55,31.31,20.13,4.32
Tea,Sri Lanka,Ratnapura,2024,2,166.38,24.95,79.69,61.18,24.26,21.8,2.28
Cinnamon,Sri Lanka,Matara,2024,3,122.51,25.87,71.23,57.23,22.65,21.39,0.63
Rice,Sri Lanka,Batticaloa,2021,3,68.31,27.09,81.05,76.52,18.94,15.0,3.91
Rice,Sri Lanka,Kurunegala,2017,5,155.51,30.04,76.42,52.54,19.37,18.69,4.97
Tea,Sri Lanka,Ratnapura,2018,8,209.44,25.16,79.55,60.05,20.45,17.84,2.15
Rubber,Sri Lanka,Kegalle,2024,11,154.31,31.68,75.8,63.69,28.31,17.53,1.45
Tea,Sri Lanka,Ratnapura,2023,4,187.82,23.25,77.76,63.89,23.41,20.53,2.23
Tea,Sri Lanka,Ratnapura,2020,11,169.0,19.28,76.48,57.92,20.54,26.04,1.89
Sugarcane,Sri Lanka,Kurunegala,2021,11,105.21,34.2,81.21,60.1,22.65,21.85,80.31
Sugarcane,Sri Lanka,Anuradhapura,2023,7,162.19,32.42,85.09,59.84,22.31,19.52,81.86
Cinnamon,Sri Lanka,Galle,2024,4,157.78,29.89,72.92,64.72,20.91,18.58,0.48
Rice,Sri Lanka,Trincomalee,2021,8,291.04,28.56,78.23,56.92,24.8,20.91,4.53
Sugarcane,Sri Lanka,Polonnaruwa,2020,1,96.61,31.17,80.58,61.12,24.33,19.79,81.06
Sugarcane,Sri Lanka,Anuradhapura,2022,5,138.24,29.41,79.68,64.2,28.04,20.59,74.6
Tea,Sri Lanka,Nuwara Eliya,2023,1,139.48,17.61,82.07,68.44,28.49,19.35,2.01
Cinnamon,Sri Lanka,Kalutara,2020,12,98.49,28.53,75.38,62.27,26.39,15.3,0.7
Sugarcane,Sri Lanka,Kurunegala,2015,9,121.37,37.08,72.7,60.68,20.09,20.71,78.97
Rubber,Sri Lanka,Ratnapura,2018,4,138.18,25.36,77.85,59.3,22.47,15.0,1.69
Sugarcane,Sri Lanka,Anuradhapura,2020,9,117.44,26.25,81.76,66.69,18.81,20.71,77.81
Tea,Sri Lanka,Nuwara Eliya,2017,7,232.47,27.01,77.1,61.1,25.1,24.05,2.05
Tea,Sri Lanka,Matara,2019,6,279.85,24.36,80.96,68.8,26.46,15.78,2.33
Rubber,Sri Lanka,Kalutara,2018,8,210.84,29.8,70.11,62.88,18.0,18.56,1.76
Tea,Sri Lanka,Nuwara Eliya,2022,7,245.01,19.19,75.59,63.51,23.45,17.49,2.17
Cinnamon,Sri Lanka,Galle,2024,7,174.22,28.16,82.82,70.94,22.29,17.57,0.72
Cinnamon,Sri Lanka,Kalutara,2024,12,138.29,25.59,73.84,60.38,24.02,19.94,0.8
Rice,Sri Lanka,Trincomalee,2018,10,136.15,31.57,82.67,64.66,29.2,26.67,4.09
Rice,Sri Lanka,Batticaloa,2018,8,232.46,31.79,74.98,64.93,19.6,23.98,4.16
Sugarcane,Sri Lanka,Polonnaruwa,2020,5,158.68,27.27,77.89,64.21,19.28,20.42,71.55
Tea,Sri Lanka,Ratnapura,2023,12,244.79,23.14,81.36,72.26,18.0,18.68,2.34
Tea,Sri Lanka,Ratnapura,2019,2,160.18,23.07,74.23,62.37,23.29,18.35,2.14
Sugarcane,Sri Lanka,Polonnaruwa,2021,5,121.86,35.26,70.29,53.9,18.0,17.76,76.66
Sugarcane,Sri Lanka,Polonnaruwa,2015,7,117.06,27.59,79.56,61.84,32.0,23.48,76.79
Cinnamon,Sri Lanka,Kalutara,2018,7,205.99,30.46,72.45,66.69,24.56,16.74,0.76
Cinnamon,Sri Lanka,Kalutara,2020,9,187.35,26.25,78.35,62.25,25.91,17.76,0.69
Sugarcane,Sri Lanka,Anuradhapura,2017,1,95.28,30.04,81.4,64.59,18.0,22.71,80.04
Rice,Sri Lanka,Kurunegala,2017,2,110.18,30.94,77.07,74.31,26.27,15.0,5.31
Tea,Sri Lanka,Matara,2024,5,188.46,21.33,80.86,75.36,25.1,20.75,2.23
Rubber,Sri Lanka,Galle,2022,3,141.26,25.87,75.29,66.24,25.76,17.03,1.42
Cinnamon,Sri Lanka,Kalutara,2023,8,182.0,26.75,75.79,70.28,20.66,19.74,0.37
Tea,Sri Lanka,Ratnapura,2020,11,165.69,20.72,80.17,61.97,26.53,20.52,2.02
Sugarcane,Sri Lanka,Kurunegala,2021,7,155.61,29.81,79.09,60.98,22.88,19.94,78.15
Sugarcane,Sri Lanka,Kurunegala,2018,10,94.2,32.11,79.78,59.3,19.43,17.0,70.74
Sugarcane,Sri Lanka,Polonnaruwa,2017,4,80.23,32.69,88.54,78.09,30.51,21.45,72.77
Rice,Sri Lanka,Kurunegala,2022,5,189.52,25.21,81.61,67.75,20.23,17.0,4.34
Rubber,Sri Lanka,Matara,2019,9,168.01,28.74,76.02,51.98,27.0,16.72,1.5
Rice,Sri Lanka,Batticaloa,2015,1,114.54,25.49,81.75,63.26,21.0,19.38,4.71
Tea,Sri Lanka,Kandy,2022,1,199.83,22.31,70.28,45.0,21.77,22.18,2.33
Tea,Sri Lanka,Matara,2021,1,149.62,19.05,75.97,55.93,24.01,18.62,2.32
Sugarcane,Sri Lanka,Polonnaruwa,2015,9,116.85,28.82,75.81,50.58,20.8,15.27,73.11
Rice,Sri Lanka,Kurunegala,2017,5,222.72,26.53,80.24,61.92,22.56,18.38,4.92
Cinnamon,Sri Lanka,Kalutara,2023,10,138.33,25.26,79.84,57.95,19.44,26.16,0.77
Sugarcane,Sri Lanka,Kurunegala,2021,9,109.48,32.13,78.48,65.08,29.88,19.71,71.4
Tea,Sri Lanka,Badulla,2018,8,338.36,24.82,80.46,69.35,19.89,17.28,2.42
Rubber,Sri Lanka,Kalutara,2020,6,183.94,32.21,80.18,67.51,24.03,20.12,1.49
Rice,Sri Lanka,Batticaloa,2023,7,186.33,31.36,83.38,63.88,29.96,17.07,4.62
Sugarcane,Sri Lanka,Kurunegala,2024,3,62.93,32.14,80.65,71.81,23.28,22.04,73.54
Rubber,Sri Lanka,Galle,2016,5,217.5,29.5,77.38,58.5,25.26,15.55,1.73
Sugarcane,Sri Lanka,Kurunegala,2017,10,110.04,31.59,83.53,70.52,25.05,19.08,75.16
Cinnamon,Sri Lanka,Galle,2017,2,136.37,25.13,82.48,68.6,18.07,22.55,0.73
Sugarcane,Sri Lanka,Kurunegala,2016,1,101.97,25.24,75.51,63.03,21.34,19.52,76.25
Cinnamon,Sri Lanka,Kalutara,2020,7,201.4,28.28,86.08,70.33,29.19,27.56,0.79
Sugarcane,Sri Lanka,Polonnaruwa,2017,3,47.59,29.65,82.39,53.94,26.57,19.59,75.71
Rubber,Sri Lanka,Kalutara,2018,10,163.7,28.15,86.71,56.7,21.8,21.45,1.87
Rice,Sri Lanka,Anuradhapura,2020,1,128.81,29.37,79.53,67.36,29.48,21.66,4.27
Rubber,Sri Lanka,Kalutara,2018,7,234.22,30.76,76.16,59.42,26.2,23.05,1.51
Sugarcane,Sri Lanka,Kurunegala,2020,6,141.06,30.14,84.51,74.33,32.0,28.0,75.75
Sugarcane,Sri Lanka,Anuradhapura,2021,3,55.02,28.39,73.26,63.94,21.14,15.0,81.41
Rice,Sri Lanka,Polonnaruwa,2025,8,207.5,26.92,76.72,67.85,26.64,15.0,5.06
Sugarcane,Sri Lanka,Polonnaruwa,2018,10,83.88,29.94,84.02,63.09,30.0,19.99,69.77
Cinnamon,Sri Lanka,Galle,2023,8,171.86,27.63,71.66,61.97,19.84,15.0,0.51
Rice,Sri Lanka,Batticaloa,2021,2,96.8,28.24,68.64,48.47,21.81,15.0,4.98
